운동시간(분),나이,키(cm),체중(kg),심박수(BPM),체온(C),소모칼로리,BMI,키_scaled,체중(kg)_scaled,심박수(BPM)_scaled,체온(C)_scaled,BMI_scaled,성별_F,성별_M,체중상태_과체중,체중상태_보통체중,체중상태_비만
8.0,34,160.02,63.0,96.0,39.72,41.0,24.60322380962222,-1.0117840503383022,-0.7947918163028161,0.052350348539636105,-0.38052374797238564,0.16459494778289016,1,0,0,0,1
24.0,38,172.72,69.99,102.0,40.61,133.0,23.461227718303185,-0.12475216443363224,-0.3321083857010638,0.6782179586043546,0.7534384819703781,-0.5614111445789715,0,1,0,1,0
26.0,50,180.34,78.02,102.0,40.61,164.0,23.989534192121347,0.40746696710917046,0.19941492584858916,0.6782179586043546,0.7534384819703781,-0.22554859518689507,0,1,0,1,0
23.0,31,180.34,83.01,91.0,41.0,88.0,25.52385584834649,0.40746696710917046,0.5297139700120727,-0.4692059931809627,1.2503432793610276,0.749872317835302,0,1,1,0,0
25.0,60,187.96,91.99,112.0,40.78,215.0,26.038127313654186,0.9396860986519733,1.1241198651199031,1.7213306420455523,0.970038009038099,1.0768123308348245,0,1,1,0,0
2.0,65,177.8,82.01,77.0,37.89,7.0,25.941990659491523,0.2300605899282369,0.4635217767929378,-1.9295637499986393,-2.712153951113121,1.0156949617370348,0,1,1,0,0
21.0,25,165.1,63.0,101.0,40.72,115.0,23.11247226044748,-0.656971295976435,-0.7947918163028161,0.5739066902602349,0.8935911171318425,-0.7831269534791943,1,0,0,1,0
5.0,49,177.8,77.02,95.0,39.61,26.0,24.36351811479133,0.2300605899282369,0.1332227326294543,-0.051960919804483655,-0.52067638313385,0.012205814278891815,0,1,0,1,0
2.0,39,165.1,59.01,77.0,38.11,6.0,21.648682350619136,-0.656971295976435,-1.0588986672471643,-1.9295637499986393,-2.4318486807901922,-1.7137084156676732,1,0,0,1,0
16.0,23,170.18,67.99,88.0,40.61,43.0,23.47621090875953,-0.30215854161456585,-0.46449277213933354,-0.7821397982133219,0.7534384819703781,-0.5518858163952644,0,1,0,1,0
12.0,33,185.42,90.99,94.0,40.11,55.0,26.465524877005848,0.7622797214710376,1.0579276719007682,-0.1562721881486034,0.11638104941826402,1.3485236240806042,0,1,1,0,0
9.0,26,182.88,86.0,89.0,39.61,30.0,25.713785995473227,0.5848733442901041,0.7276286277372855,-0.6778285298692022,-0.52067638313385,0.8706174280728766,0,1,1,0,0
13.0,26,177.8,80.01,95.0,39.89,54.0,25.30933633295838,0.2300605899282369,0.3311373903546681,-0.051960919804483655,-0.16392422090466469,0.6134949026355757,0,1,1,0,0
17.0,63,157.48000000000002,63.0,95.0,40.22,94.0,25.40327661300483,-1.1891904275192358,-0.7947918163028161,-0.051960919804483655,0.2565336845797284,0.6732159613592774,0,1,1,0,0
19.0,23,193.04,89.0,94.0,40.28,77.0,23.883358016023514,1.2944988530138404,0.9262052073946901,-0.1562721881486034,0.33298057648598495,-0.293048432792887,0,1,0,1,0
30.0,42,175.26,82.01,110.0,40.78,216.0,26.699381271058282,0.05265421274730134,0.4635217767929378,1.5127081053573126,0.970038009038099,1.4971941564146876,0,1,1,0,0
4.0,41,177.8,78.02,78.0,39.22,9.0,24.6798452780579,0.2300605899282369,0.19941492584858916,-1.8252524816545195,-1.0175811805244996,0.2133058438296214,0,1,0,1,0
16.0,27,170.18,63.0,106.0,40.22,97.0,21.75321793281145,-0.30215854161456585,-0.7947918163028161,1.0954630319808336,0.2565336845797284,-1.647251559889337,1,0,0,1,0
23.0,30,157.48000000000002,51.98,96.0,40.5,120.0,20.95971933879351,-1.1891904275192358,-1.5242297855776825,0.052350348539636105,0.6132858468089137,-2.151705837725089,1,0,0,1,0
23.0,30,167.64,73.98,100.0,41.0,114.0,26.32443281415489,-0.4795649187955014,-0.06800153475671514,0.46959542191611514,1.2503432793610276,1.2588265594475851,0,1,1,0,0
20.0,59,160.02,59.01,94.0,40.22,108.0,23.045019635012814,-1.0117840503383022,-1.0588986672471643,-0.1562721881486034,0.2565336845797284,-0.8260089014855195,1,0,0,1,0
19.0,31,177.8,78.02,106.0,40.39,114.0,24.6798452780579,0.2300605899282369,0.19941492584858916,1.0954630319808336,0.4731332116474493,0.2133058438296214,0,1,0,1,0
11.0,65,177.8,68.99,96.0,39.89,61.0,21.82341099376076,0.2300605899282369,-0.3983005789201987,0.052350348539636105,-0.16392422090466469,-1.6026274230134687,1,0,0,1,0
17.0,23,175.26,71.99,88.0,40.11,67.0,23.437244942122735,0.05265421274730134,-0.1997239992627941,-0.7821397982133219,0.11638104941826402,-0.5766578181456442,1,0,0,1,0
26.0,22,190.5,93.99,108.0,40.61,161.0,25.899518465703597,1.1170924758329068,1.2565042515581728,1.304085568669073,0.7534384819703781,0.9886939311026894,0,1,1,0,0
18.0,25,193.04,96.98,99.0,40.39,91.0,26.02480966734787,1.2944988530138404,1.4544189092833866,0.3652841535719954,0.4731332116474493,1.068345846205146,0,1,1,0,0
14.0,59,195.58,100.02,92.0,40.39,80.0,26.14796931398551,1.471905230194776,1.655643176669556,-0.36489472483684293,0.4731332116474493,1.1466426586651461,0,1,1,0,0
8.0,43,157.48000000000002,63.0,90.0,39.72,37.0,25.40327661300483,-1.1891904275192358,-0.7947918163028161,-0.5735172615250824,-0.38052374797238564,0.6732159613592774,1,0,1,0,0
9.0,71,190.5,91.99,87.0,39.78,48.0,25.348406252368058,1.1170924758329068,1.1241198651199031,-0.8864510665574417,-0.30407685606612905,0.6383329907298615,0,1,1,0,0
12.0,45,172.72,69.99,90.0,39.78,55.0,23.461227718303185,-0.12475216443363224,-0.3321083857010638,-0.5735172615250824,-0.30407685606612905,-0.5614111445789715,1,0,0,1,0
3.0,21,198.12,89.0,84.0,38.78,7.0,22.674272830465448,1.6493116073757095,0.9262052073946901,-1.199384871589801,-1.578191721170357,-1.0617053639087735,0,1,0,1,0
28.0,22,157.48000000000002,62.01,110.0,40.72,180.0,25.00408226622904,-1.1891904275192358,-0.8603220875897598,1.5127081053573126,0.8935911171318425,0.41943442042520124,1,0,0,1,0
16.0,22,177.8,82.01,97.0,40.0,69.0,25.941990659491523,0.2300605899282369,0.4635217767929378,0.15666161688375585,-0.023771585743200336,1.0156949617370348,0,1,1,0,0
17.0,24,187.96,86.0,98.0,40.72,79.0,24.34263451434134,0.9396860986519733,0.7276286277372855,0.2609728852278756,0.8935911171318425,-0.0010706069561669427,0,1,0,1,0
10.0,41,177.8,81.01,80.0,39.89,26.0,25.625663496224952,0.2300605899282369,0.397329583573803,-1.61662994496628,-0.16392422090466469,0.8145949321863053,0,1,1,0,0
21.0,29,160.02,59.01,100.0,40.5,116.0,23.045019635012814,-1.0117840503383022,-1.0588986672471643,0.46959542191611514,0.6132858468089137,-0.8260089014855195,1,0,0,1,0
9.0,43,187.96,89.99,90.0,39.5,40.0,25.472019534250897,0.9396860986519733,0.9917354786816334,-0.5735172615250824,-0.6608290182953144,0.716918194677564,0,1,1,0,0
25.0,38,162.56,64.0,107.0,40.61,159.0,24.218798437596877,-0.8343776731573685,-0.7285996230836813,1.1997743003249535,0.7534384819703781,-0.07979744924056416,1,0,0,1,0
2.0,47,170.18,65.0,75.0,38.22,6.0,22.44379627988483,-0.30215854161456585,-0.6624074298645465,-2.138186286686879,-2.291696045628728,-1.2082272137995278,1,0,0,1,0
6.0,61,160.02,65.0,90.0,38.78,28.0,25.384278533737213,-1.0117840503383022,-0.6624074298645465,-0.5735172615250824,-1.578191721170357,0.6611382306241982,0,1,1,0,0
21.0,40,160.02,59.01,108.0,40.61,138.0,23.045019635012814,-1.0117840503383022,-1.0588986672471643,1.304085568669073,0.7534384819703781,-0.8260089014855195,1,0,0,1,0
13.0,37,185.42,87.0,101.0,39.72,74.0,25.30498586987041,0.7622797214710376,0.7938208209564205,0.5739066902602349,-0.38052374797238564,0.610729164004357,0,1,1,0,0
6.0,40,175.26,71.99,80.0,39.5,14.0,23.437244942122735,0.05265421274730134,-0.1997239992627941,-1.61662994496628,-0.6608290182953144,-0.5766578181456442,0,1,0,1,0
7.0,31,154.94,50.98,86.0,39.61,29.0,21.236000547787174,-1.3665968047001713,-1.5904219787968175,-0.9907623349015615,-0.52067638313385,-1.9760643951148742,1,0,0,1,0
19.0,71,190.5,96.98,93.0,40.61,121.0,26.72343122464023,1.1170924758329068,1.4544189092833866,-0.2605834564927232,0.7534384819703781,1.512483536960068,0,1,1,0,0
10.0,21,172.72,74.98,94.0,40.11,36.0,25.13391704984102,-0.12475216443363224,-0.0018093415375802816,-0.1562721881486034,0.11638104941826402,0.5019748464558257,0,1,1,0,0
5.0,62,187.96,93.99,84.0,39.5,23.0,26.604235093057472,0.9396860986519733,1.2565042515581728,-1.199384871589801,-0.6608290182953144,1.4367064669920828,0,1,1,0,0
13.0,33,175.26,79.02,101.0,40.0,70.0,25.72594937250366,0.05265421274730134,0.265607119067724,0.5739066902602349,-0.023771585743200336,0.8783501041257243,0,1,1,0,0
21.0,25,187.96,80.01,106.0,40.5,121.0,22.6471417150285,0.9396860986519733,0.3311373903546681,1.0954630319808336,0.6132858468089137,-1.0789535447471563,0,1,0,1,0
30.0,23,170.18,71.99,115.0,40.89,205.0,24.857367602906287,-0.30215854161456585,-0.1997239992627941,2.0342644470779114,1.1101906441995633,0.3261628757843519,0,1,1,0,0
4.0,31,175.26,70.99,86.0,38.72,16.0,23.111682434244933,0.05265421274730134,-0.265916192481929,-0.9907623349015615,-1.6546386130766138,-0.7836290730917868,1,0,0,1,0
11.0,65,182.88,82.01,87.0,39.61,53.0,24.5207859242879,0.5848733442901041,0.4635217767929378,-0.8864510665574417,-0.52067638313385,0.11218635597675057,0,1,0,1,0
9.0,33,193.04,98.02,93.0,39.61,41.0,26.303896098096907,1.2944988530138404,1.5232587902312864,-0.2605834564927232,-0.52067638313385,1.2457706645206772,0,1,1,0,0
20.0,67,152.4,56.02,101.0,40.28,127.0,24.119770461763146,-1.5440031818811049,-1.2568133249723772,0.5739066902602349,0.33298057648598495,-0.14275293071380785,1,0,0,1,0
16.0,61,172.72,67.99,92.0,40.22,82.0,22.790811152556557,-0.12475216443363224,-0.46449277213933354,-0.36489472483684293,0.2565336845797284,-0.9876179546129583,1,0,0,1,0
23.0,24,182.88,80.01,99.0,41.0,107.0,23.92279090113736,0.5848733442901041,0.3311373903546681,0.3652841535719954,1.2503432793610276,-0.26797959494862483,0,1,0,1,0
24.0,38,187.96,90.99,100.0,40.5,137.0,25.755073423952542,0.9396860986519733,1.0579276719007682,0.46959542191611514,0.6132858468089137,0.8968652627561944,0,1,1,0,0
9.0,29,165.1,57.02,87.0,39.89,37.0,20.918621718900244,-0.656971295976435,-1.1906211317532425,-0.8864510665574417,-0.16392422090466469,-2.1778330045787158,1,0,0,1,0
4.0,41,180.34,85.0,81.0,38.5,11.0,26.135739635097597,0.40746696710917046,0.6614364345181507,-1.5123186766221604,-1.9349438833995425,1.138867832246959,0,1,1,0,0
22.0,35,170.18,68.99,107.0,40.78,137.0,23.821500082296218,-0.30215854161456585,-0.3983005789201987,1.1997743003249535,0.970038009038099,-0.3323736433503609,1,0,0,1,0
13.0,25,170.18,66.0,98.0,39.78,67.0,22.789085453421517,-0.30215854161456585,-0.5962152366454115,0.2609728852278756,-0.30407685606612905,-0.9887150407546242,1,0,0,1,0
10.0,40,200.66,96.98,99.0,40.0,58.0,24.085771613299354,1.826717984556643,1.4544189092833866,0.3652841535719954,-0.023771585743200336,-0.16436716504055657,0,1,0,1,0
19.0,58,175.26,78.02,100.0,40.61,121.0,25.40038686462586,0.05265421274730134,0.19941492584858916,0.46959542191611514,0.7534384819703781,0.6713788491795841,0,1,1,0,0
3.0,63,157.48000000000002,61.01,87.0,38.5,14.0,24.6008556533242,-1.1891904275192358,-0.9265142808088946,-0.8864510665574417,-1.9349438833995425,0.16308942958269787,1,0,0,1,0
9.0,43,182.88,85.0,83.0,39.78,29.0,25.414788483897954,0.5848733442901041,0.6614364345181507,-1.3036961399339206,-0.30407685606612905,0.6805344526101866,0,1,1,0,0
11.0,51,157.48000000000002,61.01,89.0,40.39,52.0,24.6008556533242,-1.1891904275192358,-0.9265142808088946,-0.6778285298692022,0.4731332116474493,0.16308942958269787,1,0,0,1,0
25.0,64,177.8,82.01,111.0,40.78,211.0,25.941990659491523,0.2300605899282369,0.4635217767929378,1.6170193737014324,0.970038009038099,1.0156949617370348,0,1,1,0,0
16.0,51,187.96,88.0,101.0,40.0,103.0,24.908742293744627,0.9396860986519733,0.8600130141755553,0.5739066902602349,-0.023771585743200336,0.35882352920109134,0,1,0,1,0
11.0,38,172.72,65.0,93.0,39.61,53.0,21.788538386765353,-0.12475216443363224,-0.6624074298645465,-0.2605834564927232,-0.52067638313385,-1.6247971356137663,1,0,0,1,0
15.0,44,195.58,93.99,90.0,40.28,63.0,24.57156204580582,1.471905230194776,1.2565042515581728,-0.5735172615250824,0.33298057648598495,0.14446647834208856,1,0,0,1,0
25.0,61,180.34,89.0,110.0,40.78,207.0,27.36565679439631,0.40746696710917046,0.9262052073946901,1.5127081053573126,0.970038009038099,1.9207683637276782,0,1,1,0,0
29.0,22,165.1,57.02,107.0,40.5,179.0,20.918621718900244,-0.656971295976435,-1.1906211317532425,1.1997743003249535,0.6132858468089137,-2.1778330045787158,1,0,0,1,0
29.0,59,170.18,64.0,114.0,41.11,217.0,22.09850710634814,-0.30215854161456585,-0.7285996230836813,1.9299531787337918,1.390495914522492,-1.4277393868444312,1,0,0,1,0
25.0,28,144.78,49.99,97.0,41.0,133.0,23.848770381443504,-2.0762223134239077,-1.6559522500837605,0.15666161688375585,1.2503432793610276,-0.3150369786525049,1,0,0,1,0
28.0,67,170.18,66.0,108.0,40.5,195.0,22.789085453421517,-0.30215854161456585,-0.5962152366454115,1.304085568669073,0.6132858468089137,-0.9887150407546242,1,0,0,1,0
18.0,54,175.26,77.02,100.0,40.61,111.0,25.074824356748064,0.05265421274730134,0.1332227326294543,0.46959542191611514,0.7534384819703781,0.4644075942334438,0,1,0,1,0
15.0,37,198.12,92.99,91.0,40.11,65.0,23.69079360117957,1.6493116073757095,1.1903120583390379,-0.4692059931809627,0.11638104941826402,-0.4154682373889985,0,1,0,1,0
22.0,36,180.34,79.02,106.0,40.89,132.0,24.297013481946024,0.40746696710917046,0.265607119067724,1.0954630319808336,1.1101906441995633,-0.030073462316715798,1,0,0,1,0
27.0,30,198.12,103.01,109.0,40.5,187.0,26.243560047935347,1.6493116073757095,1.8535578343947698,1.408396837013193,0.6132858468089137,1.2074129675554028,0,1,1,0,0
8.0,24,167.64,70.99,94.0,39.72,37.0,25.260495883709858,-0.4795649187955014,-0.265916192481929,-0.1562721881486034,-0.38052374797238564,0.5824453535367144,1,0,1,0,0
6.0,28,149.86,56.02,82.0,39.22,22.0,24.944318776888053,-1.7214095590620384,-1.2568133249723772,-1.4080074082780405,-1.0175811805244996,0.3814407200157322,1,0,0,1,0
2.0,47,165.1,60.01,84.0,38.5,8.0,22.015546989673858,-0.656971295976435,-0.9927064740280295,-1.199384871589801,-1.9349438833995425,-1.4804799790289573,1,0,0,1,0
22.0,24,162.56,61.01,95.0,40.22,107.0,23.087326448090398,-0.8343776731573685,-0.9265142808088946,-0.051960919804483655,0.2565336845797284,-0.7991130090422593,1,0,0,1,0
25.0,71,165.1,63.0,100.0,40.72,155.0,23.11247226044748,-0.656971295976435,-0.7947918163028161,0.46959542191611514,0.8935911171318425,-0.7831269534791943,1,0,0,1,0
16.0,32,187.96,92.99,110.0,40.11,112.0,26.321181203355827,0.9396860986519733,1.1903120583390379,1.5127081053573126,0.11638104941826402,1.2567593989134527,0,1,1,0,0
10.0,62,157.48000000000002,55.02,79.0,40.0,39.0,22.18552824202422,-1.1891904275192358,-1.3230055181915121,-1.7209412133103998,-0.023771585743200336,-1.3724170655638839,1,0,0,1,0
12.0,32,187.96,89.99,89.0,40.22,45.0,25.472019534250897,0.9396860986519733,0.9917354786816334,-0.6778285298692022,0.2565336845797284,0.716918194677564,0,1,1,0,0
17.0,20,177.8,74.98,109.0,40.28,99.0,23.718210701727525,0.2300605899282369,-0.0018093415375802816,1.408396837013193,0.33298057648598495,-0.39803824600459603,0,1,0,1,0
18.0,29,172.72,78.02,99.0,40.78,87.0,26.15295022977589,-0.12475216443363224,0.19941492584858916,0.3652841535719954,0.970038009038099,1.1498091977074827,0,1,1,0,0
7.0,32,177.8,82.01,83.0,39.39,19.0,25.941990659491523,0.2300605899282369,0.4635217767929378,-1.3036961399339206,-0.8009816534567787,1.0156949617370348,0,1,1,0,0
8.0,20,170.18,67.99,85.0,39.39,29.0,23.47621090875953,-0.30215854161456585,-0.46449277213933354,-1.0950736032456811,-0.8009816534567787,-0.5518858163952644,1,0,0,1,0
11.0,57,170.18,73.98,78.0,39.61,38.0,25.544493058244303,-0.30215854161456585,-0.06800153475671514,-1.8252524816545195,-0.52067638313385,0.762992100143714,1,0,1,0,0
17.0,36,195.58,99.02,101.0,40.22,101.0,25.886541906327185,1.471905230194776,1.5894509834504211,0.5739066902602349,0.2565336845797284,0.9804442871356169,0,1,1,0,0
24.0,41,172.72,73.98,98.0,40.78,127.0,24.798708766967707,-0.12475216443363224,-0.06800153475671514,0.2609728852278756,0.970038009038099,0.28887144143883214,1,0,1,0,0
25.0,56,175.26,71.99,108.0,40.5,167.0,23.437244942122735,0.05265421274730134,-0.1997239992627941,1.304085568669073,0.6132858468089137,-0.5766578181456442,1,0,0,1,0
11.0,60,170.18,79.02,103.0,39.78,77.0,27.284750492869218,-0.30215854161456585,0.265607119067724,0.7825292269484744,-0.30407685606612905,1.8693334522900316,0,1,1,0,0
3.0,41,160.02,55.02,87.0,38.72,13.0,21.48681546040341,-1.0117840503383022,-1.3230055181915121,-0.8864510665574417,-1.6546386130766138,-1.8166127507539271,1,0,0,1,0
24.0,57,198.12,100.02,108.0,40.78,193.0,25.48180638767589,1.6493116073757095,1.655643176669556,1.304085568669073,0.970038009038099,0.7231400331458457,0,1,1,0,0
29.0,41,175.26,71.99,115.0,40.89,207.0,23.437244942122735,0.05265421274730134,-0.1997239992627941,2.0342644470779114,1.1101906441995633,-0.5766578181456442,1,0,0,1,0
20.0,45,162.56,61.01,98.0,40.39,111.0,23.087326448090398,-0.8343776731573685,-0.9265142808088946,0.2609728852278756,0.4731332116474493,-0.7991130090422593,1,0,0,1,0
20.0,62,165.1,63.0,93.0,40.39,106.0,23.11247226044748,-0.656971295976435,-0.7947918163028161,-0.2605834564927232,0.4731332116474493,-0.7831269534791943,1,0,0,1,0
21.0,34,160.02,62.01,97.0,40.78,110.0,24.216601721185302,-1.0117840503383022,-0.8603220875897598,0.15666161688375585,0.970038009038099,-0.08119397722355637,1,0,0,1,0
26.0,29,195.58,96.98,105.0,40.89,160.0,25.353229994704208,1.471905230194776,1.4544189092833866,0.9911517636367139,1.1101906441995633,0.6413996092153799,0,1,1,0,0
12.0,59,180.34,84.01,95.0,40.0,70.0,25.831335138171166,0.40746696710917046,0.5959061632312076,-0.051960919804483655,-0.023771585743200336,0.9453474507054812,0,1,1,0,0
22.0,79,190.5,91.99,99.0,40.61,166.0,25.348406252368058,1.1170924758329068,1.1241198651199031,0.3652841535719954,0.7534384819703781,0.6383329907298615,0,1,1,0,0
7.0,21,198.12,101.02,86.0,39.11,21.0,25.736573498130557,1.6493116073757095,1.7218353698886908,-0.9907623349015615,-1.157733815685964,0.8851042252560658,0,1,1,0,0
24.0,31,187.96,89.99,98.0,40.78,121.0,25.472019534250897,0.9396860986519733,0.9917354786816334,0.2609728852278756,0.970038009038099,0.716918194677564,0,1,1,0,0
6.0,35,165.1,62.01,85.0,39.11,24.0,22.7492762677833,-0.656971295976435,-0.8603220875897598,-1.0950736032456811,-1.157733815685964,-1.0140231057515252,1,0,0,1,0
24.0,27,152.4,52.98,109.0,41.0,157.0,22.81087895509124,-1.5440031818811049,-1.4580375923585476,1.408396837013193,1.2503432793610276,-0.9748601640992738,1,0,0,1,0
5.0,36,190.5,89.0,83.0,39.28,15.0,24.524493493431432,1.1170924758329068,0.9262052073946901,-1.3036961399339206,-0.9411342886182431,0.11454338487248746,0,1,0,1,0
26.0,26,198.12,95.98,101.0,40.89,140.0,24.452547261439033,1.6493116073757095,1.3882267160642516,0.5739066902602349,1.1101906441995633,0.06880469702056088,0,1,0,1,0
19.0,57,187.96,90.99,106.0,40.11,143.0,25.755073423952542,0.9396860986519733,1.0579276719007682,1.0954630319808336,0.11638104941826402,0.8968652627561944,0,1,1,0,0
8.0,55,165.1,60.01,80.0,39.72,31.0,22.015546989673858,-0.656971295976435,-0.9927064740280295,-1.61662994496628,-0.38052374797238564,-1.4804799790289573,1,0,0,1,0
24.0,63,180.34,88.0,114.0,40.72,215.0,27.05817750457163,0.40746696710917046,0.8600130141755553,1.9299531787337918,0.8935911171318425,1.7252932308574989,0,1,1,0,0
30.0,27,175.26,77.02,112.0,40.89,195.0,25.074824356748064,0.05265421274730134,0.1332227326294543,1.7213306420455523,1.1101906441995633,0.4644075942334438,1,0,1,0,0
11.0,24,157.48000000000002,56.02,95.0,40.0,54.0,22.588754854929057,-1.1891904275192358,-1.2568133249723772,-0.051960919804483655,-0.023771585743200336,-1.1160720747213828,1,0,0,1,0
16.0,68,182.88,90.99,90.0,40.11,90.0,27.205783578233824,0.5848733442901041,1.0579276719007682,-0.5735172615250824,0.11638104941826402,1.8191314756316903,0,1,1,0,0
19.0,41,187.96,78.02,99.0,40.5,102.0,22.083864474522226,0.9396860986519733,0.19941492584858916,0.3652841535719954,0.6132858468089137,-1.4370482102236313,1,0,0,1,0
13.0,30,177.8,73.98,104.0,39.72,75.0,23.401883538460954,0.2300605899282369,-0.06800153475671514,0.8868404952925941,-0.38052374797238564,-0.5991382755553256,1,0,0,1,0
17.0,78,157.48000000000002,63.0,97.0,40.22,102.0,25.40327661300483,-1.1891904275192358,-0.7947918163028161,0.15666161688375585,0.2565336845797284,0.6732159613592774,1,0,1,0,0
4.0,61,160.02,62.01,85.0,38.5,18.0,24.216601721185302,-1.0117840503383022,-0.8603220875897598,-1.0950736032456811,-1.9349438833995425,-0.08119397722355637,1,0,0,1,0
2.0,25,177.8,74.98,77.0,38.28,6.0,23.718210701727525,0.2300605899282369,-0.0018093415375802816,-1.9295637499986393,-2.215249153722471,-0.39803824600459603,1,0,0,1,0
14.0,69,152.4,55.02,95.0,40.39,80.0,23.689214045094758,-1.5440031818811049,-1.3230055181915121,-0.051960919804483655,0.4731332116474493,-0.4164724153800783,1,0,0,1,0
22.0,20,170.18,69.99,97.0,40.5,87.0,24.16678925583291,-0.30215854161456585,-0.3321083857010638,0.15666161688375585,0.6132858468089137,-0.11286147030545512,0,1,0,1,0
15.0,30,177.8,79.02,96.0,39.89,67.0,24.99617244132447,0.2300605899282369,0.265607119067724,0.052350348539636105,-0.16392422090466469,0.414405873380351,0,1,1,0,0
16.0,73,185.42,87.0,95.0,40.39,105.0,25.30498586987041,0.7622797214710376,0.7938208209564205,-0.051960919804483655,0.4731332116474493,0.610729164004357,0,1,1,0,0
21.0,79,160.02,59.01,100.0,40.39,134.0,23.045019635012814,-1.0117840503383022,-1.0588986672471643,0.46959542191611514,0.4731332116474493,-0.8260089014855195,1,0,0,1,0
12.0,59,154.94,53.98,96.0,40.0,68.0,22.48566711591902,-1.3665968047001713,-1.3918453991394129,0.052350348539636105,-0.023771585743200336,-1.1816084869193006,1,0,0,1,0
